customer_id,Recency,Frequency,Monetary,R_Rank,F_Rank,M_Rank,R_Score,F_Score,M_Score,Segment
73550,194,3,112802.13,38935.0,34108.0,40996.0,High,High,High,Key Valuable Customer
73554,934,1,11806.04,11863.0,1.0,8092.0,Low,Low,Low,Lost
73563,661,2,17893.5,17942.0,22924.0,11959.0,Low,Low,Low,Lost
73564,383,4,68950.56,28568.0,40491.0,32426.0,High,High,High,Key Valuable Customer
73565,1267,1,5453.49,4379.0,1.0,3106.0,Low,Low,Low,Lost
73567,605,2,53202.04,20687.0,22924.0,27734.0,Low,Low,High,Key At Risk Customer
73573,352,1,30460.9,29483.0,1.0,18559.0,High,Low,Low,General Potential Customer
73574,1052,1,20820.35,8133.0,1.0,13581.0,Low,Low,Low,Lost
73576,62,2,11445.14,47023.0,22924.0,7823.0,High,Low,Low,General Potential Customer
73598,1031,2,19734.47,8450.0,22924.0,12962.0,Low,Low,Low,Lost
73599,286,2,30851.43,31862.0,22924.0,18751.0,High,Low,Low,General Potential Customer
73601,603,1,18385.56,20744.0,1.0,12229.0,Low,Low,Low,Lost
73609,6,2,36201.299999999996,49653.0,22924.0,21244.0,High,Low,Low,General Potential Customer
73610,212,7,124755.07999999999,37738.0,47928.0,42458.0,High,High,High,Key Valuable Customer
73611,67,4,207395.92,46709.0,40491.0,47758.0,High,High,High,Key Valuable Customer
73613,1144,1,4815.12,6879.0,1.0,2596.0,Low,Low,Low,Lost
73619,615,2,63186.229999999996,20116.0,22924.0,30823.0,Low,Low,High,Key At Risk Customer
73620,512,2,25203.72,24978.0,22924.0,15955.0,Low,Low,Low,Lost
73623,990,1,19297.73,9862.0,1.0,12725.0,Low,Low,Low,Lost
73625,1134,1,6233.96,7009.0,1.0,3786.0,Low,Low,Low,Lost
73637,946,1,50091.72,11461.0,1.0,26643.0,Low,Low,High,Key At Risk Customer
73642,638,1,16057.22,19168.0,1.0,10871.0,Low,Low,Low,Lost
73643,1299,1,8138.83,3473.0,1.0,5229.0,Low,Low,Low,Lost
73650,643,3,74142.81,18693.0,34108.0,33681.0,Low,High,High,Key Loyal Customer
73652,1345,1,72441.39,2109.0,1.0,33288.0,Low,Low,High,Key At Risk Customer
73653,113,3,174907.16999999998,44291.0,34108.0,46399.0,High,High,High,Key Valuable Customer
73654,273,2,47513.649999999994,33231.0,22924.0,25673.0,High,Low,High,Key Potential Customer
73655,669,2,30811.559999999998,17771.0,22924.0,18729.0,Low,Low,Low,Lost
73658,641,2,84766.98,18854.0,22924.0,36169.0,Low,Low,High,Key At Risk Customer
73666,154,1,10307.62,41638.0,1.0,6952.0,High,Low,Low,General Potential Customer
73669,1291,1,59431.0,3714.0,1.0,29706.0,Low,Low,High,Key At Risk Customer
73679,924,1,19939.02,12149.0,1.0,13079.0,Low,Low,Low,Lost
73682,923,1,10822.33,12174.0,1.0,7328.0,Low,Low,Low,Lost
73689,579,1,103385.76,21943.0,1.0,39643.0,Low,Low,High,Key At Risk Customer
73693,217,6,158156.35,37101.0,46492.0,45340.0,High,High,High,Key Valuable Customer
73694,149,3,248709.32,42071.0,34108.0,48798.0,High,High,High,Key Valuable Customer
73695,555,6,141545.02,23058.0,46492.0,44083.0,Low,High,High,Key Loyal Customer
73696,734,5,151684.03,16644.0,44141.0,44870.0,Low,High,High,Key Loyal Customer
73697,116,2,29877.5,44138.0,22924.0,18276.0,High,Low,Low,General Potential Customer
73704,1100,1,6225.82,7538.0,1.0,3780.0,Low,Low,Low,Lost
73706,19,1,5850.43,48835.0,1.0,3458.0,High,Low,Low,General Potential Customer
73720,1048,1,33115.2,8203.0,1.0,19826.0,Low,Low,Low,Lost
73728,552,2,67803.47,23200.0,22924.0,32106.0,Low,Low,High,Key At Risk Customer
73729,751,2,70559.29,16248.0,22924.0,32822.0,Low,Low,High,Key At Risk Customer
73731,566,1,75831.48,22529.0,1.0,34099.0,Low,Low,High,Key At Risk Customer
73744,955,1,10572.24,11077.0,1.0,7142.0,Low,Low,Low,Lost
73748,160,2,77145.29,41266.0,22924.0,34441.0,High,Low,High,Key Potential Customer
73749,227,3,168125.76,36369.0,34108.0,45981.0,High,High,High,Key Valuable Customer
73750,901,1,5610.46,12878.0,1.0,3228.0,Low,Low,Low,Lost
73753,35,6,157061.41,48087.0,46492.0,45272.0,High,High,High,Key Valuable Customer
73754,1049,1,29886.55,8173.0,1.0,18285.0,Low,Low,Low,Lost
73757,242,5,110881.76000000001,35445.0,44141.0,40728.0,High,High,High,Key Valuable Customer
73759,991,2,32541.32,9821.0,22924.0,19559.0,Low,Low,Low,Lost
73761,264,1,13974.7,33741.0,1.0,9597.0,High,Low,Low,General Potential Customer
73764,218,1,163706.72,37056.0,1.0,45723.0,High,Low,High,Key Potential Customer
73765,1449,1,68846.82,120.0,1.0,32402.0,Low,Low,High,Key At Risk Customer
73766,562,1,127688.26,22731.0,1.0,42776.0,Low,Low,High,Key At Risk Customer
73774,1212,1,19743.13,5792.0,1.0,12969.0,Low,Low,Low,Lost
73775,626,2,33251.65,19658.0,22924.0,19879.0,Low,Low,Low,Lost
73783,18,2,49254.380000000005,48905.0,22924.0,26326.0,High,Low,High,Key Potential Customer
73784,243,1,34214.43,35364.0,1.0,20324.0,High,Low,Low,General Potential Customer
73786,1246,1,3540.61,4960.0,1.0,1556.0,Low,Low,Low,Lost
73787,951,1,9528.75,11233.0,1.0,6361.0,Low,Low,Low,Lost
73790,883,1,14376.24,13408.0,1.0,9839.0,Low,Low,Low,Lost
73807,173,1,39917.78,40425.0,1.0,22814.0,High,Low,Low,General Potential Customer
73809,376,8,262416.41,28776.0,48833.0,49032.0,High,High,High,Key Valuable Customer
73810,318,3,74531.14,30377.0,34108.0,33777.0,High,High,High,Key Valuable Customer
73811,60,4,159915.32,47169.0,40491.0,45456.0,High,High,High,Key Valuable Customer
73812,1115,2,68048.35,7272.0,22924.0,32183.0,Low,Low,High,Key At Risk Customer
73820,1222,1,40048.05,5491.0,1.0,22880.0,Low,Low,Low,Lost
73833,43,3,37682.130000000005,47762.0,34108.0,21844.0,High,High,Low,General Valuable Customer
73834,368,1,18374.46,29041.0,1.0,12224.0,High,Low,Low,General Potential Customer
73836,547,1,39301.53,23569.0,1.0,22536.0,Low,Low,Low,Lost
73837,338,3,59997.509999999995,29805.0,34108.0,29897.0,High,High,High,Key Valuable Customer
73838,1344,1,2238.28,2138.0,1.0,722.0,Low,Low,Low,Lost
73841,233,3,148713.8,35919.0,34108.0,44662.0,High,High,High,Key Valuable Customer
73843,146,2,37207.22,42198.0,22924.0,21636.0,High,Low,Low,General Potential Customer
73844,1303,1,11991.03,3367.0,1.0,8223.0,Low,Low,Low,Lost
73847,991,1,5897.58,9821.0,1.0,3497.0,Low,Low,Low,Lost
73850,25,1,49344.45,48576.0,1.0,26362.0,High,Low,High,Key Potential Customer
73858,619,1,35114.22,19955.0,1.0,20703.0,Low,Low,Low,Lost
73865,347,2,45639.25,29590.0,22924.0,24996.0,High,Low,Low,General Potential Customer
73867,183,2,33520.67,39936.0,22924.0,19994.0,High,Low,Low,General Potential Customer
73869,188,2,91032.08,39343.0,22924.0,37482.0,High,Low,High,Key Potential Customer
73870,986,1,8855.6,9993.0,1.0,5815.0,Low,Low,Low,Lost
73879,216,2,37709.770000000004,37172.0,22924.0,21855.0,High,Low,Low,General Potential Customer
73880,89,6,286063.87,45759.0,46492.0,49368.0,High,High,High,Key Valuable Customer
73881,541,2,22809.16,23739.0,22924.0,14661.0,Low,Low,Low,Lost
73882,196,10,339046.05,38814.0,49665.0,49751.0,High,High,High,Key Valuable Customer
73883,794,2,43027.32,15582.0,22924.0,24027.0,Low,Low,Low,Lost
73885,277,1,26887.8,32572.0,1.0,16828.0,High,Low,Low,General Potential Customer
73893,114,8,162632.37,44242.0,48833.0,45645.0,High,High,High,Key Valuable Customer
73895,125,6,109285.83,43461.0,46492.0,40502.0,High,High,High,Key Valuable Customer
73896,281,5,186634.99,32244.0,44141.0,46978.0,High,High,High,Key Valuable Customer
73897,1395,1,2831.26,836.0,1.0,1044.0,Low,Low,Low,Lost
73909,675,1,30262.19,17594.0,1.0,18458.0,Low,Low,Low,Lost
73911,350,4,61693.020000000004,29522.0,40491.0,30409.0,High,High,High,Key Valuable Customer
73912,243,5,157917.34,35364.0,44141.0,45324.0,High,High,High,Key Valuable Customer
73915,655,1,6169.17,18188.0,1.0,3733.0,Low,Low,Low,Lost
73919,216,3,45064.030000000006,37172.0,34108.0,24792.0,High,High,Low,General Valuable Customer
73921,250,2,107784.3,34750.0,22924.0,40288.0,High,Low,High,Key Potential Customer
73922,494,3,50187.869999999995,25583.0,34108.0,26688.0,High,High,High,Key Valuable Customer
73923,201,4,160839.3,38418.0,40491.0,45533.0,High,High,High,Key Valuable Customer
73924,18,3,89821.32999999999,48905.0,34108.0,37234.0,High,High,High,Key Valuable Customer
73925,563,1,9190.98,22667.0,1.0,6121.0,Low,Low,Low,Lost
73926,227,3,57987.990000000005,36369.0,34108.0,29263.0,High,High,High,Key Valuable Customer
73927,82,2,49553.369999999995,46021.0,22924.0,26436.0,High,Low,High,Key Potential Customer
73928,1416,1,5497.02,522.0,1.0,3136.0,Low,Low,Low,Lost
73929,967,2,41029.020000000004,10733.0,22924.0,23280.0,Low,Low,Low,Lost
73933,1007,2,79850.43000000001,9136.0,22924.0,35068.0,Low,Low,High,Key At Risk Customer
73938,484,1,82306.73,26109.0,1.0,35636.0,High,Low,High,Key Potential Customer
73939,603,3,116378.87,20744.0,34108.0,41477.0,Low,High,High,Key Loyal Customer
73941,23,3,22841.5,48631.0,34108.0,14682.0,High,High,Low,General Valuable Customer
73942,482,2,64109.95,26149.0,22924.0,31092.0,High,Low,High,Key Potential Customer
73943,585,3,60691.14,21532.0,34108.0,30099.0,Low,High,High,Key Loyal Customer
73944,900,2,13629.119999999999,12898.0,22924.0,9401.0,Low,Low,Low,Lost
73945,200,5,62444.229999999996,38497.0,44141.0,30616.0,High,High,High,Key Valuable Customer
73946,73,3,96140.01000000001,46408.0,34108.0,38419.0,High,High,High,Key Valuable Customer
73963,702,2,20436.61,17139.0,22924.0,13372.0,Low,Low,Low,Lost
73964,577,1,8538.36,22098.0,1.0,5534.0,Low,Low,Low,Lost
73965,840,1,8400.11,14668.0,1.0,5438.0,Low,Low,Low,Lost
73966,178,4,96781.87000000001,40198.0,40491.0,38534.0,High,High,High,Key Valuable Customer
73967,299,2,39757.89,31165.0,22924.0,22746.0,High,Low,Low,General Potential Customer
73968,158,3,127354.40000000001,41366.0,34108.0,42736.0,High,High,High,Key Valuable Customer
73969,229,3,61984.899999999994,36193.0,34108.0,30483.0,High,High,High,Key Valuable Customer
73971,283,2,37333.630000000005,32089.0,22924.0,21685.0,High,Low,Low,General Potential Customer
73973,307,4,170195.87,30847.0,40491.0,46117.0,High,High,High,Key Valuable Customer
73974,271,9,284709.07999999996,33389.0,49335.0,49346.0,High,High,High,Key Valuable Customer
73975,8,5,148025.58,49534.0,44141.0,44604.0,High,High,High,Key Valuable Customer
73976,978,4,83856.34,10293.0,40491.0,35961.0,Low,High,High,Key Loyal Customer
73984,1282,2,47129.72,3980.0,22924.0,25547.0,Low,Low,High,Key At Risk Customer
73987,1007,1,22268.84,9136.0,1.0,14356.0,Low,Low,Low,Lost
73990,157,4,198148.83000000002,41440.0,40491.0,47429.0,High,High,High,Key Valuable Customer
73992,98,3,109788.43,45148.0,34108.0,40575.0,High,High,High,Key Valuable Customer
73997,526,1,122758.16,24314.0,1.0,42246.0,Low,Low,High,Key At Risk Customer
74009,310,3,162769.40000000002,30668.0,34108.0,45654.0,High,High,High,Key Valuable Customer
74011,508,6,230339.47,25090.0,46492.0,48384.0,Low,High,High,Key Loyal Customer
74013,119,4,96847.29000000001,44029.0,40491.0,38548.0,High,High,High,Key Valuable Customer
74014,151,5,75650.33,41900.0,44141.0,34053.0,High,High,High,Key Valuable Customer
74016,598,3,46457.9,20935.0,34108.0,25301.0,Low,High,High,Key Loyal Customer
74017,595,5,92094.33,21082.0,44141.0,37704.0,Low,High,High,Key Loyal Customer
74024,364,2,71785.79000000001,29277.0,22924.0,33132.0,High,Low,High,Key Potential Customer
74025,237,2,69477.5,35680.0,22924.0,32556.0,High,Low,High,Key Potential Customer
74027,915,1,39911.49,12460.0,1.0,22807.0,Low,Low,Low,Lost
74028,296,2,43433.71,31314.0,22924.0,24186.0,High,Low,Low,General Potential Customer
74029,152,2,47561.62,41802.0,22924.0,25694.0,High,Low,High,Key Potential Customer
74030,224,2,54062.89,36581.0,22924.0,27990.0,High,Low,High,Key Potential Customer
74031,265,3,56230.21000000001,33675.0,34108.0,28667.0,High,High,High,Key Valuable Customer
74032,291,4,153183.89,31562.0,40491.0,44998.0,High,High,High,Key Valuable Customer
74036,260,1,28975.95,34075.0,1.0,17845.0,High,Low,Low,General Potential Customer
74045,338,1,8689.56,29805.0,1.0,5657.0,High,Low,Low,General Potential Customer
74047,764,1,38944.97,16041.0,1.0,22391.0,Low,Low,Low,Lost
74048,1285,1,16560.35,3871.0,1.0,11148.0,Low,Low,Low,Lost
74049,1376,1,12050.58,1243.0,1.0,8269.0,Low,Low,Low,Lost
74050,517,2,68114.59,24775.0,22924.0,32207.0,Low,Low,High,Key At Risk Customer
74053,733,1,3984.56,16703.0,1.0,1895.0,Low,Low,Low,Lost
74054,581,2,60715.990000000005,21769.0,22924.0,30105.0,Low,Low,High,Key At Risk Customer
74055,111,5,176893.51,44427.0,44141.0,46514.0,High,High,High,Key Valuable Customer
74056,227,2,103533.29000000001,36369.0,22924.0,39658.0,High,Low,High,Key Potential Customer
74057,398,3,127429.79999999999,28234.0,34108.0,42745.0,High,High,High,Key Valuable Customer
74058,186,1,40393.37,39549.0,1.0,23033.0,High,Low,Low,General Potential Customer
74067,1123,1,29073.6,7175.0,1.0,17885.0,Low,Low,Low,Lost
74070,557,1,28652.0,22940.0,1.0,17710.0,Low,Low,Low,Lost
74075,561,1,51766.56,22773.0,1.0,27260.0,Low,Low,High,Key At Risk Customer
74088,1345,1,42905.84,2109.0,1.0,23984.0,Low,Low,Low,Lost
74091,1257,1,29666.24,4623.0,1.0,18178.0,Low,Low,Low,Lost
74096,788,1,77645.7,15718.0,1.0,34556.0,Low,Low,High,Key At Risk Customer
74097,903,1,54312.74,12829.0,1.0,28068.0,Low,Low,High,Key At Risk Customer
74102,1114,1,1591.55,7290.0,1.0,389.0,Low,Low,Low,Lost
74104,1381,1,19803.15,1112.0,1.0,13008.0,Low,Low,Low,Lost
74105,964,1,31075.24,10794.0,1.0,18872.0,Low,Low,Low,Lost
74109,902,1,7588.59,12854.0,1.0,4796.0,Low,Low,Low,Lost
74114,611,1,18128.24,20382.0,1.0,12091.0,Low,Low,Low,Lost
74115,1195,2,53593.600000000006,6097.0,22924.0,27863.0,Low,Low,High,Key At Risk Customer
74116,1195,1,15224.9,6097.0,1.0,10353.0,Low,Low,Low,Lost
74124,1274,1,10607.63,4233.0,1.0,7168.0,Low,Low,Low,Lost
74127,185,2,98370.01000000001,39704.0,22924.0,38791.0,High,Low,High,Key Potential Customer
74134,383,6,155287.28,28568.0,46492.0,45159.0,High,High,High,Key Valuable Customer
74135,273,3,218368.4,33231.0,34108.0,48093.0,High,High,High,Key Valuable Customer
74137,991,1,39790.58,9821.0,1.0,22761.0,Low,Low,Low,Lost
74148,274,1,13392.77,33101.0,1.0,9234.0,High,Low,Low,General Potential Customer
74149,458,1,7255.75,26861.0,1.0,4566.0,High,Low,Low,General Potential Customer
74151,96,1,53126.28,45322.0,1.0,27711.0,High,Low,High,Key Potential Customer
74152,458,3,101008.27,26861.0,34108.0,39241.0,High,High,High,Key Valuable Customer
74153,588,2,163966.78,21418.0,22924.0,45741.0,Low,Low,High,Key At Risk Customer
74155,1143,1,86694.8,6891.0,1.0,36573.0,Low,Low,High,Key At Risk Customer
74156,855,2,8346.42,14217.0,22924.0,5394.0,Low,Low,Low,Lost
74168,466,2,71474.32,26586.0,22924.0,33044.0,High,Low,High,Key Potential Customer
74169,927,2,102875.9,12064.0,22924.0,39556.0,Low,Low,High,Key At Risk Customer
74170,21,2,47451.95,48711.0,22924.0,25653.0,High,Low,High,Key Potential Customer
74171,856,3,54387.45,14152.0,34108.0,28089.0,Low,High,High,Key Loyal Customer
74172,167,4,178349.7,40826.0,40491.0,46580.0,High,High,High,Key Valuable Customer
74174,1342,1,77716.87,2223.0,1.0,34569.0,Low,Low,High,Key At Risk Customer
74175,801,1,92774.1,15462.0,1.0,37824.0,Low,Low,High,Key At Risk Customer
74180,524,1,43658.72,24370.0,1.0,24282.0,Low,Low,Low,Lost
74186,1250,1,25420.16,4813.0,1.0,16082.0,Low,Low,Low,Lost
74187,642,1,20134.38,18738.0,1.0,13183.0,Low,Low,Low,Lost
74191,1025,1,21373.72,8559.0,1.0,13870.0,Low,Low,Low,Lost
74193,912,1,14096.46,12620.0,1.0,9669.0,Low,Low,Low,Lost
74194,217,2,76261.49,37101.0,22924.0,34209.0,High,Low,High,Key Potential Customer
74196,745,1,7340.75,16372.0,1.0,4636.0,Low,Low,Low,Lost
74197,220,1,43467.12,36896.0,1.0,24203.0,High,Low,Low,General Potential Customer
74201,76,1,87081.9,46260.0,1.0,36664.0,High,Low,High,Key Potential Customer
74203,132,7,313938.47,42955.0,47928.0,49605.0,High,High,High,Key Valuable Customer
74204,680,3,150886.23,17454.0,34108.0,44813.0,Low,High,High,Key Loyal Customer
74205,227,6,146205.69,36369.0,46492.0,44460.0,High,High,High,Key Valuable Customer
74206,889,2,121933.73999999999,13225.0,22924.0,42159.0,Low,Low,High,Key At Risk Customer
74207,113,7,416807.54,44291.0,47928.0,50046.0,High,High,High,Key Valuable Customer
74211,207,1,2048.44,38042.0,1.0,614.0,High,Low,Low,General Potential Customer
74213,639,2,12784.34,19077.0,22924.0,8784.0,Low,Low,Low,Lost
74214,1434,1,15083.82,278.0,1.0,10256.0,Low,Low,Low,Lost
74215,1106,1,745.97,7413.0,1.0,40.0,Low,Low,Low,Lost
74216,197,1,134690.36,38729.0,1.0,43444.0,High,Low,High,Key Potential Customer
74217,126,5,74845.06,43329.0,44141.0,33849.0,High,High,High,Key Valuable Customer
74218,569,2,60912.52,22421.0,22924.0,30164.0,Low,Low,High,Key At Risk Customer
74219,15,2,21358.28,49065.0,22924.0,13865.0,High,Low,Low,General Potential Customer
74220,684,2,11673.48,17377.0,22924.0,7993.0,Low,Low,Low,Lost
74221,166,5,121888.33,40887.0,44141.0,42151.0,High,High,High,Key Valuable Customer
74223,448,1,76848.96,27084.0,1.0,34369.0,High,Low,High,Key Potential Customer
74224,400,2,37588.01,28174.0,22924.0,21800.0,High,Low,Low,General Potential Customer
74226,1382,1,10556.17,1080.0,1.0,7131.0,Low,Low,Low,Lost
74244,994,1,3363.41,9727.0,1.0,1414.0,Low,Low,Low,Lost
74245,994,1,11417.25,9727.0,1.0,7801.0,Low,Low,Low,Lost
74248,209,2,16110.21,37926.0,22924.0,10899.0,High,Low,Low,General Potential Customer
74250,583,1,71474.3,21657.0,1.0,33043.0,Low,Low,High,Key At Risk Customer
74251,824,1,67639.13,15070.0,1.0,32056.0,Low,Low,High,Key At Risk Customer
74252,208,1,5656.42,37976.0,1.0,3276.0,High,Low,Low,General Potential Customer
74253,1126,2,47398.4,7140.0,22924.0,25632.0,Low,Low,High,Key At Risk Customer
74254,679,2,116024.66,17475.0,22924.0,41432.0,Low,Low,High,Key At Risk Customer
74255,1361,2,15098.68,1730.0,22924.0,10264.0,Low,Low,Low,Lost
74257,597,3,24051.99,20998.0,34108.0,15289.0,Low,High,Low,General Loyal Customer
74260,887,2,11447.279999999999,13269.0,22924.0,7824.0,Low,Low,Low,Lost
74261,122,1,43814.08,43856.0,1.0,24338.0,High,Low,Low,General Potential Customer
74262,1270,1,5259.64,4317.0,1.0,2975.0,Low,Low,Low,Lost
74263,1249,1,14815.85,4852.0,1.0,10099.0,Low,Low,Low,Lost
74264,74,5,108983.53,46363.0,44141.0,40459.0,High,High,High,Key Valuable Customer
74266,581,3,111919.48,21769.0,34108.0,40864.0,Low,High,High,Key Loyal Customer
74268,284,2,51894.82,31996.0,22924.0,27306.0,High,Low,High,Key Potential Customer
74269,136,2,200714.84,42726.0,22924.0,47519.0,High,Low,High,Key Potential Customer
74270,1315,1,13142.34,2912.0,1.0,9066.0,Low,Low,Low,Lost
74271,566,2,46749.770000000004,22529.0,22924.0,25404.0,Low,Low,High,Key At Risk Customer
74278,86,1,26887.86,45859.0,1.0,16829.0,High,Low,Low,General Potential Customer
74279,1182,1,26669.46,6356.0,1.0,16733.0,Low,Low,Low,Lost
74286,765,1,25957.8,16018.0,1.0,16383.0,Low,Low,Low,Lost
74290,568,2,4947.36,22457.0,22924.0,2714.0,Low,Low,Low,Lost
74291,1356,1,48150.05,1821.0,1.0,25942.0,Low,Low,High,Key At Risk Customer
74296,212,1,25168.16,37738.0,1.0,15932.0,High,Low,Low,General Potential Customer
74297,761,2,64445.17,16115.0,22924.0,31197.0,Low,Low,High,Key At Risk Customer
74298,223,4,187294.31,36657.0,40491.0,47002.0,High,High,High,Key Valuable Customer
74299,362,2,71105.90000000001,29319.0,22924.0,32964.0,High,Low,High,Key Potential Customer
74301,958,3,54546.66,10993.0,34108.0,28127.0,Low,High,High,Key Loyal Customer
74302,361,3,60058.96,29333.0,34108.0,29918.0,High,High,High,Key Valuable Customer
74303,158,1,76086.72,41366.0,1.0,34168.0,High,Low,High,Key Potential Customer
74306,701,1,56267.5,17156.0,1.0,28684.0,Low,Low,High,Key At Risk Customer
74310,1246,1,16576.28,4960.0,1.0,11159.0,Low,Low,Low,Lost
74311,265,2,83808.7,33675.0,22924.0,35946.0,High,Low,High,Key Potential Customer
74312,356,5,203997.07,29410.0,44141.0,47645.0,High,High,High,Key Valuable Customer
74316,1059,1,24685.96,8059.0,1.0,15637.0,Low,Low,Low,Lost
74317,535,2,54036.76,23952.0,22924.0,27976.0,Low,Low,High,Key At Risk Customer
74320,805,4,52226.82000000001,15395.0,40491.0,27400.0,Low,High,High,Key Loyal Customer
74321,72,4,176732.5,46453.0,40491.0,46508.0,High,High,High,Key Valuable Customer
74329,774,4,116794.47,15893.0,40491.0,41515.0,Low,High,High,Key Loyal Customer
74330,366,4,243471.24,29187.0,40491.0,48688.0,High,High,High,Key Valuable Customer
74331,123,3,184646.48,43722.0,34108.0,46866.0,High,High,High,Key Valuable Customer
74332,131,4,192736.55,43022.0,40491.0,47219.0,High,High,High,Key Valuable Customer
74333,258,5,129012.4,34219.0,44141.0,42914.0,High,High,High,Key Valuable Customer
74334,193,1,12445.68,39007.0,1.0,8553.0,High,Low,Low,General Potential Customer
74335,482,4,140164.09,26149.0,40491.0,43966.0,High,High,High,Key Valuable Customer
74337,105,8,190762.11,44759.0,48833.0,47147.0,High,High,High,Key Valuable Customer
74339,1311,1,17514.4,3076.0,1.0,11716.0,Low,Low,Low,Lost
74346,427,1,40377.88,27621.0,1.0,23028.0,High,Low,Low,General Potential Customer
74356,705,1,27466.77,17081.0,1.0,17132.0,Low,Low,Low,Lost
74357,548,1,1722.46,23505.0,1.0,444.0,Low,Low,Low,Lost
74359,1345,1,64900.02,2109.0,1.0,31321.0,Low,Low,High,Key At Risk Customer
74362,826,1,3571.52,14980.0,1.0,1575.0,Low,Low,Low,Lost
74363,1298,1,9381.78,3500.0,1.0,6249.0,Low,Low,Low,Lost
74367,579,1,6089.37,21943.0,1.0,3656.0,Low,Low,Low,Lost
74368,403,5,104351.63,28120.0,44141.0,39790.0,High,High,High,Key Valuable Customer
74370,415,4,42052.94,27881.0,40491.0,23660.0,High,High,Low,General Valuable Customer
74371,236,3,74241.68,35716.0,34108.0,33704.0,High,High,High,Key Valuable Customer
74372,182,6,155259.85,40037.0,46492.0,45157.0,High,High,High,Key Valuable Customer
74380,122,1,4109.56,43856.0,1.0,1998.0,High,Low,Low,General Potential Customer
74382,126,3,76101.62,43329.0,34108.0,34170.0,High,High,High,Key Valuable Customer
74390,202,2,171536.31,38336.0,22924.0,46189.0,High,Low,High,Key Potential Customer
74393,4,1,1866.0,49819.0,1.0,501.0,High,Low,Low,General Potential Customer
74394,110,1,15304.05,44507.0,1.0,10396.0,High,Low,Low,General Potential Customer
74395,1041,2,46003.69,8339.0,22924.0,25139.0,Low,Low,High,Key At Risk Customer
74396,694,3,101186.76,17242.0,34108.0,39279.0,Low,High,High,Key Loyal Customer
74397,224,2,74687.05,36581.0,22924.0,33812.0,High,Low,High,Key Potential Customer
74409,902,2,49109.65,12854.0,22924.0,26268.0,Low,Low,High,Key At Risk Customer
74411,679,2,85650.82999999999,17475.0,22924.0,36353.0,Low,Low,High,Key At Risk Customer
74412,677,2,26184.59,17529.0,22924.0,16501.0,Low,Low,Low,Lost
74413,244,1,43082.0,35297.0,1.0,24052.0,High,Low,Low,General Potential Customer
74416,196,1,58643.24,38814.0,1.0,29470.0,High,Low,High,Key Potential Customer
74417,263,2,20533.73,33817.0,22924.0,13428.0,High,Low,Low,General Potential Customer
74428,368,5,85431.12,29041.0,44141.0,36315.0,High,High,High,Key Valuable Customer
74432,27,1,25505.88,48495.0,1.0,16136.0,High,Low,Low,General Potential Customer
74434,259,1,19922.64,34153.0,1.0,13072.0,High,Low,Low,General Potential Customer
74438,12,3,70991.47,49280.0,34108.0,32935.0,High,High,High,Key Valuable Customer
74439,159,3,164604.9,41314.0,34108.0,45772.0,High,High,High,Key Valuable Customer
74440,1406,1,35345.58,684.0,1.0,20823.0,Low,Low,Low,Lost
74441,318,2,85206.34,30377.0,22924.0,36267.0,High,Low,High,Key Potential Customer
74442,298,2,79969.11,31209.0,22924.0,35114.0,High,Low,High,Key Potential Customer
74446,73,3,27367.7,46408.0,34108.0,17074.0,High,High,Low,General Valuable Customer
74461,406,1,8829.24,28048.0,1.0,5793.0,High,Low,Low,General Potential Customer
74467,256,2,140265.84,34352.0,22924.0,43981.0,High,Low,High,Key Potential Customer
74468,663,1,90832.88,17883.0,1.0,37438.0,Low,Low,High,Key At Risk Customer
74469,627,1,17895.48,19600.0,1.0,11961.0,Low,Low,Low,Lost
74471,579,2,19102.19,21943.0,22924.0,12625.0,Low,Low,Low,Lost
74472,213,4,156090.03999999998,37595.0,40491.0,45212.0,High,High,High,Key Valuable Customer
74473,1194,1,19524.91,6120.0,1.0,12841.0,Low,Low,Low,Lost
74480,723,1,80581.08,16884.0,1.0,35277.0,Low,Low,High,Key At Risk Customer
74482,960,1,12447.9,10926.0,1.0,8556.0,Low,Low,Low,Lost
74485,96,2,48128.46,45322.0,22924.0,25933.0,High,Low,High,Key Potential Customer
74489,980,3,41820.49,10204.0,34108.0,23581.0,Low,High,Low,General Loyal Customer
74491,149,3,127989.0,42071.0,34108.0,42809.0,High,High,High,Key Valuable Customer
74492,862,1,26470.64,14007.0,1.0,16628.0,Low,Low,Low,Lost
74494,1320,1,17246.52,2768.0,1.0,11560.0,Low,Low,Low,Lost
74495,208,2,24009.07,37976.0,22924.0,15269.0,High,Low,Low,General Potential Customer
74498,757,1,7005.24,16161.0,1.0,4379.0,Low,Low,Low,Lost
74499,309,1,9333.44,30700.0,1.0,6219.0,High,Low,Low,General Potential Customer
74501,1118,1,3352.51,7237.0,1.0,1403.0,Low,Low,Low,Lost
74502,736,2,25850.17,16597.0,22924.0,16332.0,Low,Low,Low,Lost
74505,117,2,62064.48,44106.0,22924.0,30510.0,High,Low,High,Key Potential Customer
74506,426,4,130223.76000000001,27658.0,40491.0,43026.0,High,High,High,Key Valuable Customer
74507,641,3,84103.0,18854.0,34108.0,36021.0,Low,High,High,Key Loyal Customer
74508,37,1,27122.64,47968.0,1.0,16948.0,High,Low,Low,General Potential Customer
74509,1390,1,31562.91,909.0,1.0,19117.0,Low,Low,Low,Lost
